x1,x2,label
0.6315476324347284,0.10007106750798747,1
0.04607516619682586,0.2711424072743274,0
-0.32732496773487063,-0.6597334422246461,1
0.7623470524126656,0.4634774565259082,1
0.41454881916062236,0.07853214920695514,0
-0.2185142148777304,-0.007355400912946345,0
0.008384159057145681,0.025176647194720177,0
-0.6241465461091718,-0.18108249901080595,1
-0.1866671681312228,-0.1172579898666146,0
0.8087557579461696,0.033042218245629196,1
-0.2579540045880948,-0.7634162679307741,1
0.19040045095752997,0.28198950736850026,0
-0.4954911479543261,0.8189904687494529,1
0.07614163975760076,0.052955095687938054,0
-0.6737882855652059,-0.5140584083796148,1
-0.10250932645280977,-0.8005922104973754,1
0.5285960311368986,-0.09014877664987966,1
-0.3584782401698567,-0.12157971069729766,0
-0.609864363154809,-0.5621188091839683,1
-0.7619212023719139,-0.4025106997575902,1
0.6755686327650594,0.2000712243457748,1
-0.05582672143065951,0.22095474925706388,0
0.008610948549591175,0.07932598027416363,0
-0.01766108571877979,0.09944533570782697,0
-0.41988263413412086,0.47727694919441827,1
0.09317040168124763,0.3582641827843603,0
0.24610916385126713,-0.10347674586359097,0
-0.501567793904837,-0.41034084448070224,1
-0.02238057928998194,-0.16966893227022098,0
-0.1187318706327875,0.11226360881272282,0
-0.6307470725442376,-0.762439893979813,1
-0.22242963942610253,-0.5106055939719208,1
0.13707858478251886,-0.8316302188843735,1
0.2244050546443756,0.04588453683462796,0
-0.03509052809061207,0.3134952637091786,0
0.19755397218673282,-0.07406880828672681,0
-0.346419011246736,0.8049932207019964,1
-0.5194890419342687,0.39966358262137097,1
-0.8841516116775305,0.23382305589539895,1
0.005612389136204475,0.26482070102659994,0
-0.04489395481424808,0.5595701161382312,1
0.46819556671944723,-0.3500481270766822,1
0.0765138725139132,0.39200304950258885,0
-0.9957512123582536,-0.059672434666784305,1
0.08695476072021435,0.026521515979955067,0
-0.07633292443316057,-0.07871604940631383,0
-0.6992190574772875,0.37213227367457785,1
-0.046749756237434985,0.04301429693334322,0
-0.9795008595773131,-0.1812067058878898,1
0.6226467940407273,-0.7451873491542249,1
-0.0021001591765114724,-0.01128730243613684,0
-0.663400612334406,-0.1569351929704869,1
-0.16883525190797763,-0.2066164071567896,0
-0.10231206665692956,0.04445366633195236,0
0.43475420134423387,-0.12982290282784972,0
-0.07359502636924081,0.872755489964308,1
0.21696816237156566,0.45112223742120267,1
0.6269010787260927,-0.6632379743645993,1
-0.19174954128767688,-0.22869500860050157,0
0.3490982071852941,0.4989741077040629,1
-0.7392893662265932,-0.18674569129039997,1
-0.7645087575447386,-0.14759929831141913,1
-0.00025692973604937177,0.0005109327665068804,0
0.01757583427548887,-0.008392469450920103,0
0.43136239761839584,-0.7655577185856152,1
0.2873708497380215,0.10946657957116977,0
0.829683242572984,-0.28727438675945155,1
-0.08532183130162338,0.0075298708144116095,0
0.00460720819320562,-0.06905900625842223,0
0.5298651463090782,0.5529424019179744,1
-0.45220130511076906,-0.1463124006614017,0
0.18437620289458068,-0.19042172237232963,0
0.10059290017934608,0.4110070374956583,0
-0.0678234467218916,-0.5350142534994597,1
-0.07606114209506432,0.1862161458252208,0
-0.5855507950709138,-0.8046443366198592,1
